,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
1034,METROBRAND,Metro Brands Limited,EQ,22-DEC-2021,5,1,INE317I01021,5
1035,METROPOLIS,Metropolis Healthcare Limited,EQ,15-APR-2019,2,1,INE112L01020,2
1036,MFL,Meghmani Finechem Limited,EQ,18-AUG-2021,10,1,INE071N01016,10
1037,MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2,1,INE180A01020,2
1038,MGEL,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,2,1,INE0APB01024,2
1039,MGL,Mahanagar Gas Limited,EQ,01-JUL-2016,10,1,INE002S01010,10
1040,MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-JAN-2022,10,1,INE112D01035,10
1041,MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10
1042,MICEL,MIC Electronics Limited,BE,17-DEC-2021,2,1,INE287C01037,2
1043,MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,INE099Z01011,10
1044,MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2
1045,MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,INE110B01017,10
1046,MINDTREE,MindTree Limited,EQ,07-MAR-2007,10,1,INE018I01017,10
1047,MIRCELECTR,MIRC Electronics Limited,EQ,24-MAY-2004,1,1,INE831A01028,1
1048,MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2
1049,MITCON,MITCON Consultancy & Engineering Services Limited,BE,17-MAR-2022,10,1,INE828O01033,10
1050,MITTAL,Mittal Life Style Limited,EQ,29-APR-2020,10,1,INE997Y01019,10
1051,MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10
1052,MMP,MMP Industries Limited,EQ,09-JAN-2020,10,1,INE511Y01018,10
1053,MMTC,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1
1054,MODIRUBBER,Modi Rubber Limited,BE,07-FEB-1996,10,1,INE832A01018,10
1055,MODISONLTD,MODISON LIMITED,EQ,03-MAY-2021,1,1,INE737D01021,1
1056,MOHITIND,Mohit Industries Limited,EQ,14-MAR-2013,10,1,INE954E01012,10
1057,MOIL,MOIL Limited,EQ,15-DEC-2010,10,1,INE490G01020,10
1058,MOKSH,Moksh Ornaments Limited,EQ,21-MAY-2021,2,1,INE514Y01020,2
1059,MOL,Meghmani Organics Limited,EQ,18-AUG-2021,1,1,INE0CT101020,1
1060,MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2
1061,MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5
1062,MONARCH,Monarch Networth Capital Limited,EQ,06-JAN-2022,10,1,INE903D01011,10
1063,MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10
1064,MORARJEE,Morarjee Textiles Limited,EQ,14-SEP-2012,7,1,INE161G01027,7
1065,MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,INE083A01026,2
1066,MOTHERSON,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1,1,INE775A01035,1
1067,MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1,1,INE338I01027,1
1068,MOTOGENFIN,The Motor & General Finance Limited,EQ,08-FEB-1995,5,1,INE861B01023,5
1069,MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10
1070,MPSLTD,MPS Limited,EQ,21-JAN-2002,10,1,INE943D01017,10
1071,MRF,MRF Limited,EQ,18-SEP-1996,10,1,INE883A01011,10
1072,MRO-TEK,MRO-TEK Realty Limited,EQ,01-NOV-2000,5,1,INE398B01018,5
1073,MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10,1,INE103A01014,10
1074,MSPL,MSP Steel & Power Limited,EQ,18-JUL-2005,10,1,INE752G01015,10
1075,MSTCLTD,Mstc Limited,EQ,29-MAR-2019,10,1,INE255X01014,10
1076,MSUMI,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1,1,INE0FS801015,1
1077,MTARTECH,Mtar Technologies Limited,EQ,15-MAR-2021,10,1,INE864I01014,10
1078,MTEDUCARE,MT Educare Limited,EQ,12-APR-2012,10,1,INE472M01018,10
1079,MTNL,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10,1,INE153A01019,10
1080,MUKANDLTD,Mukand Limited,EQ,23-FEB-2004,10,1,INE304A01026,10
1081,MUKTAARTS,Mukta Arts Limited,EQ,12-SEP-2000,5,1,INE374B01019,5
1082,MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,INE672B01032,2
1083,MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2,1,INE577A01027,2
1084,MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,INE692B01014,10
1085,MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-AUG-2015,10,1,INE296G01013,10
1086,MUTHOOTFIN,Muthoot Finance Limited,EQ,06-MAY-2011,10,1,INE414G01012,10
1087,NACLIND,NACL Industries Limited,EQ,07-APR-2017,1,1,INE295D01020,1
1088,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,BE,15-JUN-2016,1,1,INE454M01024,1
1089,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,18-SEP-2007,5,1,INE245I01016,5
1090,NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,INE123B01028,5
1091,NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5,1,INE049I01012,5
1092,NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,INE289A01011,10
1093,NAHARPOLY,Nahar Poly Films Limited,EQ,23-MAR-2007,5,1,INE308A01027,5
1094,NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,INE290A01027,5
1095,NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10,1,INE298J01013,10
1096,NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,2,1,INE987B01026,2
1097,NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10,1,INE448G01010,10
1098,NATIONALUM,National Aluminium Company Limited,EQ,28-APR-1999,5,1,INE139A01034,5
1099,NAUKRI,Info Edge (India) Limited,EQ,21-NOV-2006,10,1,INE663F01024,10
1100,NAVA,NAVA LIMITED,EQ,03-APR-1996,2,1,INE725A01022,2
1101,NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2,1,INE048G01026,2
1102,NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10,1,INE278M01019,10
1103,NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2,1,INE060A01024,2
1104,NAZARA,Nazara Technologies Limited,EQ,30-MAR-2021,4,1,INE418L01021,4
1105,NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,INE095N01031,1
1106,NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5,1,INE365I01020,5
1107,NCC,NCC Limited,EQ,14-OCT-2003,2,1,INE868B01028,2
1108,NCLIND,NCL Industries Limited,EQ,03-APR-2007,10,1,INE732C01016,10
1109,NDGL,Naga Dhunseri Group Limited,EQ,29-AUG-2016,10,1,INE756C01015,10
1110,NDL,Nandan Denim Limited,EQ,23-MAR-2012,10,1,INE875G01030,10
1111,NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10,1,INE07OG01012,10
1112,NDTV,New Delhi Television Limited,BE,19-MAY-2004,4,1,INE155G01029,4
1113,NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,INE553C01016,10
1114,NECLIFE,Nectar Lifesciences Limited,EQ,18-JUL-2005,1,1,INE023H01027,1
1115,NELCAST,Nelcast Limited,EQ,27-JUN-2007,2,1,INE189I01024,2
1116,NELCO,NELCO Limited,EQ,28-MAY-2003,10,1,INE045B01015,10
1117,NEOGEN,Neogen Chemicals Limited,EQ,08-MAY-2019,10,1,INE136S01016,10
1118,NESCO,Nesco Limited,EQ,08-APR-2008,2,1,INE317F01035,2
1119,NESTLEIND,Nestle India Limited,EQ,08-JAN-2010,10,1,INE239A01016,10
1120,NETWORK18,Network18 Media & Investments Limited,EQ,02-FEB-2007,5,1,INE870H01013,5
1121,NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10,1,INE794A01010,10
1122,NEWGEN,Newgen Software Technologies Limited,EQ,29-JAN-2018,10,1,INE619B01017,10
1123,NEXTMEDIA,Next Mediaworks Limited,EQ,04-APR-2001,10,1,INE747B01016,10
1124,NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,INE870D01012,10
1125,NGIL,Nakoda Group of Industries Limited,EQ,20-AUG-2021,10,1,INE236Y01012,10
1126,NGLFINE,NGL Fine-Chem Limited,EQ,08-JUL-2022,5,1,INE887E01022,5
1127,NH,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10,1,INE410P01011,10
1128,NHPC,NHPC Limited,EQ,01-SEP-2009,10,1,INE848E01016,10
1129,NIACL,The New India Assurance Company Limited,EQ,13-NOV-2017,5,1,INE470Y01017,5
1130,NIBL,NRB Industrial Bearings Limited,EQ,09-APR-2013,2,1,INE047O01014,2
1131,NIITLTD,NIIT Limited,EQ,16-AUG-2004,2,1,INE161A01038,2
1132,NILAINFRA,Nila Infrastructures Limited,EQ,21-MAY-2015,1,1,INE937C01029,1
1133,NILASPACES,Nila Spaces Limited,BE,28-DEC-2018,1,1,INE00S901012,1
1134,NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,INE310A01015,10
1135,NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,5,1,INE567A01028,5
1136,NIRAJ,Niraj Cement Structurals Limited,EQ,01-OCT-2020,10,1,INE368I01016,10
1137,NIRAJISPAT,Niraj Ispat Industries Limited,BE,27-OCT-2016,10,1,INE326T01011,10
1138,NITCO,Nitco Limited,EQ,21-MAR-2006,10,1,INE858F01012,10
1139,NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10
1140,NITIRAJ,Nitiraj Engineers Limited,EQ,22-APR-2021,10,1,INE439T01012,10
1141,NKIND,NK Industries Limited,BE,07-JUL-1995,10,1,INE542C01019,10
1142,NLCINDIA,NLC India Limited,EQ,23-AUG-2000,10,1,INE589A01014,10
1143,NMDC,NMDC Limited,EQ,03-MAR-2008,1,1,INE584A01023,1
1144,NOCIL,NOCIL Limited,EQ,17-JAN-1996,10,1,INE163A01018,10
1145,NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-DEC-2002,10,1,INE781B01015,10
1146,NORBTEAEXP,Norben Tea & Exports Limited,EQ,26-JUN-1996,10,1,INE369C01017,10
1147,NOVARTIND,Novartis India Limited,EQ,08-NOV-2000,5,1,INE234A01025,5
1148,NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,10,1,INE740D01017,10
1149,NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2,1,INE349A01021,2
1150,NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10,1,INE023A01030,10
1151,NTPC,NTPC Limited,EQ,05-NOV-2004,10,1,INE733E01010,10
1152,NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10,1,INE096B01018,10
1153,NURECA,Nureca Limited,EQ,25-FEB-2021,10,1,INE0DSF01015,10
1154,NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-AUG-2021,10,1,INE118D01016,10
1155,NXTDIGITAL,NXTDIGITAL LIMITED,EQ,24-APR-2007,10,1,INE353A01023,10
1156,NYKAA,FSN E-Commerce Ventures Limited,EQ,10-NOV-2021,1,1,INE388Y01029,1
1157,OAL,Oriental Aromatics Limited,EQ,11-JUL-2019,5,1,INE959C01023,5
1158,OBCL,Orissa Bengal Carrier Limited,EQ,07-APR-2022,10,1,INE426Z01016,10
1159,OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10,1,INE093I01010,10
1160,OCCL,Oriental Carbon & Chemicals Limited,EQ,27-JAN-2016,10,1,INE321D01016,10
1161,OFSS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,5,1,INE881D01027,5
1162,OIL,Oil India Limited,EQ,30-SEP-2009,10,1,INE274J01014,10
1163,OILCOUNTUB,Oil Country Tubular Limited,BE,30-AUG-1995,10,1,INE591A01010,10
1164,OLECTRA,Olectra Greentech Limited,EQ,20-MAR-2002,4,1,INE260D01016,4
1165,OMAXAUTO,Omax Autos Limited,EQ,20-FEB-2003,10,1,INE090B01011,10
1166,OMAXE,Omaxe Limited,EQ,09-AUG-2007,10,1,INE800H01010,10
1167,OMINFRAL,OM INFRA LIMITED,EQ,17-JUN-2011,1,1,INE239D01028,1
1168,OMKARCHEM,Omkar Speciality Chemicals Limited,EQ,10-FEB-2011,10,1,INE474L01016,10
1169,ONELIFECAP,Onelife Capital Advisors Limited,EQ,17-OCT-2011,10,1,INE912L01015,10
1170,ONEPOINT,One Point One Solutions Limited,BE,09-MAY-2019,2,1,INE840Y01029,2
1171,ONGC,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,5,1,INE213A01029,5
1172,ONMOBILE,OnMobile Global Limited,EQ,19-FEB-2008,10,1,INE809I01019,10
1173,ONWARDTEC,Onward Technologies Limited,EQ,07-MAR-2001,10,1,INE229A01017,10
1174,OPTIEMUS,Optiemus Infracom Limited,EQ,08-AUG-2017,10,1,INE350C01017,10
1175,ORBTEXP,Orbit Exports Limited,EQ,05-NOV-2013,10,1,INE231G01010,10
1176,ORCHPHARMA,Orchid Pharma Limited,BE,02-NOV-2020,10,1,INE191A01027,10
1177,ORICONENT,Oricon Enterprises Limited,EQ,24-JUL-2015,2,1,INE730A01022,2
1178,ORIENTABRA,Orient Abrasives Limited,EQ,15-DEC-2005,1,1,INE569C01020,1
1179,ORIENTALTL,Oriental Trimex Limited,EQ,07-MAR-2007,10,1,INE998H01012,10
1180,ORIENTBELL,Orient Bell Limited,EQ,14-FEB-2007,10,1,INE607D01018,10
1181,ORIENTCEM,Orient Cement Limited,EQ,12-JUL-2013,1,1,INE876N01018,1
1182,ORIENTELEC,Orient Electric Limited,EQ,14-MAY-2018,1,1,INE142Z01019,1
1183,ORIENTHOT,Oriental Hotels Limited,EQ,27-AUG-1998,1,1,INE750A01020,1
1184,ORIENTLTD,Orient Press Limited,EQ,03-MAR-2010,10,1,INE609C01024,10
1185,ORIENTPPR,Orient Paper & Industries Limited,EQ,29-MAR-1995,1,1,INE592A01026,1
1186,ORISSAMINE,The Orissa Minerals Development Company Limited,BE,29-SEP-2010,1,1,INE725E01024,1
1187,ORTEL,Ortel Communications Limited,BZ,19-MAR-2015,10,1,INE849L01019,10
1188,ORTINLAB,Ortin Laboratories Limited,EQ,30-MAR-2021,10,1,INE749B01020,10
1189,OSWALAGRO,Oswal Agro Mills Limited,EQ,29-MAR-1995,10,1,INE142A01012,10
1190,PAGEIND,Page Industries Limited,EQ,16-MAR-2007,10,1,INE761H01022,10
1191,PAISALO,Paisalo Digital Limited,EQ,17-OCT-2011,1,1,INE420C01059,1
1192,PALASHSECU,Palash Securities Limited,EQ,28-JUL-2017,10,1,INE471W01019,10
1193,PALREDTEC,Palred Technologies Limited,EQ,09-MAY-2016,10,1,INE218G01033,10
1194,PANACEABIO,Panacea Biotec Limited,EQ,17-APR-1996,1,1,INE922B01023,1
1195,PANACHE,Panache Digilife Limited,EQ,06-JAN-2020,10,1,INE895W01019,10
1196,PANAMAPET,Panama Petrochem Limited,EQ,30-SEP-2011,2,1,INE305C01029,2
1197,PANSARI,Pansari Developers Limited,EQ,18-OCT-2021,10,1,INE697V01011,10
1198,PAR,Par Drugs And Chemicals Limited,EQ,16-SEP-2021,10,1,INE04LG01015,10
1199,PARACABLES,Paramount Communications Limited,BE,03-JAN-2007,2,1,INE074B01023,2
1200,PARADEEP,Paradeep Phosphates Limited,EQ,27-MAY-2022,10,1,INE088F01024,10
1201,PARAGMILK,Parag Milk Foods Limited,EQ,19-MAY-2016,10,1,INE883N01014,10
1202,PARAS,Paras Defence and Space Technologies Limited,EQ,01-OCT-2021,10,1,INE045601015,10
1203,PARSVNATH,Parsvnath Developers Limited,EQ,30-NOV-2006,5,1,INE561H01026,5
1204,PASUPTAC,Pasupati Acrylon Limited,EQ,12-OCT-2021,10,1,INE818B01023,10
1205,PATANJALI,Patanjali Foods Limited,BE,24-JAN-2020,2,1,INE619A01035,2
1206,PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,1,1,INE244B01030,1
1207,PATINTLOG,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10,1,INE529D01014,10
1208,PAYTM,One 97 Communications Limited,EQ,18-NOV-2021,1,1,INE982J01020,1
1209,PCBL,PCBL LIMITED,EQ,29-MAR-1995,1,1,INE602A01031,1
1210,PCJEWELLER,PC Jeweller Limited,BE,27-DEC-2012,10,1,INE785M01013,10
1211,PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-MAR-2016,1,1,INE865T01018,1
1212,PDPL,Parenteral Drugs (India) Limited,BE,19-AUG-2010,10,1,INE904D01019,10
1213,PDSL,PDS Limited,EQ,21-OCT-2014,2,1,INE111Q01021,2
1214,PEARLPOLY,Pearl Polymers Limited,EQ,11-OCT-1995,10,1,INE844A01013,10
1215,PEL,Piramal Enterprises Limited,EQ,08-FEB-1995,2,1,INE140A01024,2
1216,PENIND,Pennar Industries Limited,EQ,25-NOV-2010,5,1,INE932A01024,5
1217,PENINLAND,Peninsula Land Limited,BE,08-FEB-1995,2,1,INE138A01028,2
1218,PERSISTENT,Persistent Systems Limited,EQ,06-APR-2010,10,1,INE262H01013,10
1219,PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,10,1,INE347G01014,10
1220,PFC,Power Finance Corporation Limited,EQ,23-FEB-2007,10,1,INE134E01011,10
1221,PFIZER,Pfizer Limited,EQ,28-APR-1999,10,1,INE182A01018,10
1222,PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,1,1,INE367G01038,1
1223,PFS,PTC India Financial Services Limited,EQ,30-MAR-2011,10,1,INE560K01014,10
1224,PGEL,PG Electroplast Limited,EQ,26-SEP-2011,10,1,INE457L01011,10
1225,PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10,1,INE179A01014,10
1226,PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,10,1,INE199A01012,10
1227,PGIL,Pearl Global Industries Limited,EQ,15-FEB-2007,10,1,INE940H01014,10
1228,PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,2,1,INE211B01039,2
1229,PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,INE318A01026,1
1230,PIIND,PI Industries Limited,EQ,15-JUN-2011,1,1,INE603J01030,1
1231,PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,10,1,INE417C01014,10
1232,PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-OCT-2013,1,1,INE600A01035,1
1233,PIONDIST,Pioneer Distilleries Limited,EQ,15-JUN-2010,10,1,INE889E01010,10
1234,PIONEEREMB,Pioneer Embroideries Limited,EQ,16-MAY-2006,10,1,INE156C01018,10
1235,PITTIENG,Pitti Engineering Limited,EQ,02-FEB-2007,5,1,INE450D01021,5
1236,PIXTRANS,Pix Transmissions Limited,EQ,28-APR-2022,10,1,INE751B01018,10
1237,PKTEA,The Peria Karamalai Tea & Produce Company Limited,BE,19-AUG-2015,10,1,INE431F01018,10
1238,PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,5,1,INE083C01022,5
1239,PNB,Punjab National Bank,EQ,24-APR-2002,2,1,INE160A01022,2
1240,PNBGILTS,PNB Gilts Limited,EQ,18-SEP-2000,10,1,INE859A01011,10
1241,PNBHOUSING,PNB Housing Finance Limited,EQ,07-NOV-2016,10,1,INE572E01012,10
1242,PNC,Pritish Nandy Communications Limited,BE,11-DEC-2000,10,1,INE392B01011,10
1243,PNCINFRA,PNC Infratech Limited,EQ,26-MAY-2015,2,1,INE195J01029,2
1244,PODDARHOUS,Poddar Housing and Development Limited,EQ,10-APR-2017,10,1,INE888B01018,10
1245,PODDARMENT,Poddar Pigments Limited,EQ,22-NOV-2016,10,1,INE371C01013,10
1246,POKARNA,Pokarna Limited,EQ,07-JUL-2016,2,1,INE637C01025,2
1247,POLICYBZR,PB Fintech Limited,EQ,15-NOV-2021,2,1,INE417T01026,2
1248,POLYCAB,Polycab India Limited,EQ,16-APR-2019,10,1,INE455K01017,10
1249,POLYMED,Poly Medicure Limited,EQ,07-DEC-2011,5,1,INE205C01021,5
1250,POLYPLEX,Polyplex Corporation Limited,EQ,11-APR-2003,10,1,INE633B01018,10
1251,PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,INE838E01017,10
1252,POONAWALLA,Poonawalla Fincorp Limited,EQ,27-APR-2004,2,1,INE511C01022,2
1253,POWERGRID,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10,1,INE752E01010,10
1254,POWERINDIA,Hitachi Energy India Limited,EQ,30-MAR-2020,2,1,INE07Y701011,2
1255,POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,INE211R01019,10
1256,PPAP,PPAP Automotive Limited,EQ,11-JAN-2008,10,1,INE095I01015,10
1257,PPL,Prakash Pipes Limited,EQ,14-JUN-2019,10,1,INE050001010,10
1258,PPLPHARMA,Piramal Pharma Limited,BE,19-OCT-2022,10,1,INE0DK501011,10
1259,PRAENG,Prajay Engineers Syndicate Limited,EQ,02-JAN-2007,10,1,INE505C01016,10
1260,PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2,1,INE074A01025,2
1261,PRAKASH,Prakash Industries Limited,EQ,10-MAY-1995,10,1,INE603A01013,10
1262,PRAKASHSTL,Prakash Steelage Limited,EQ,25-AUG-2010,1,1,INE696K01024,1
1263,PRAXIS,Praxis Home Retail Limited,EQ,31-JAN-2018,5,1,INE546Y01022,5
1264,PRECAM,Precision Camshafts Limited,EQ,08-FEB-2016,10,1,INE484I01029,10
1265,PRECOT,Precot Limited,EQ,19-AUG-2005,10,1,INE283A01014,10
1266,PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,1,1,INE372C01037,1
1267,PREMEXPLN,Premier Explosives Limited,EQ,17-JUN-2016,10,1,INE863B01011,10
1268,PREMIER,Premier Limited,BE,03-APR-1996,10,1,INE342A01018,10
1269,PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,5,1,INE309M01012,5
1270,PRESSMN,Pressman Advertising Limited,BE,05-JAN-2005,2,1,INE980A01023,2
1271,PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,INE811K01011,10
1272,PRICOLLTD,Pricol Limited,EQ,10-FEB-2017,1,1,INE726V01018,1
1273,PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5
1274,PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10,1,INE689W01016,10
1275,PRITI,Priti International Limited,EQ,02-MAR-2022,10,1,INE974Z01015,10
1276,PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-AUG-2021,2,1,INE583R01029,2
1277,PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10,1,INE959A01019,10
1278,PROZONINTU,Prozone Intu Properties Limited,EQ,12-SEP-2012,2,1,INE195N01013,2
1279,PRSMJOHNSN,Prism Johnson Limited,EQ,20-AUG-2003,10,1,INE010A01011,10
1280,PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5,1,INE00F201020,5
1281,PSB,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,INE608A01012,10
1282,PSPPROJECT,PSP Projects Limited,EQ,29-MAY-2017,10,1,INE488V01015,10
1283,PTC,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10
1284,PTL,PTL Enterprises Limited,EQ,29-JAN-2007,1,1,INE034D01049,1
1285,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10,1,INE277B01014,10
1286,PURVA,Puravankara Limited,EQ,30-AUG-2007,5,1,INE323I01011,5
1287,PVP,PVP Ventures Limited,EQ,03-APR-1996,10,1,INE362A01016,10
1288,PVR,PVR Limited,EQ,04-JAN-2006,10,1,INE191H01014,10
1289,QUESS,Quess Corp Limited,EQ,12-JUL-2016,10,1,INE615P01015,10
1290,QUICKHEAL,Quick Heal Technologies Limited,EQ,18-FEB-2016,10,1,INE306L01010,10
1291,RADAAN,Radaan Mediaworks India Limited,EQ,27-FEB-2003,2,1,INE874F01027,2
1292,RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-JUL-2022,10,1,INE583V01013,10
1293,RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2
1294,RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2
1295,RAILTEL,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10,1,INE0DD101019,10
1296,RAIN,Rain Industries Limited,EQ,03-MAR-2008,2,1,INE855B01025,2
1297,RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10,1,INE961O01016,10
1298,RAJESHEXPO,Rajesh Exports Limited,EQ,09-FEB-2000,1,1,INE343B01030,1
1299,RAJMET,Rajnandini Metal Limited,EQ,16-FEB-2021,10,1,INE00KV01014,10
1300,RAJRATAN,Rajratan Global Wire Limited,EQ,22-MAY-2020,2,1,INE451D01029,2
1301,RAJRILTD,Raj Rayon Industries Limited,BE,16-MAR-2022,1,1,INE533D01032,1
1302,RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10,1,INE562B01019,10
1303,RAJTV,Raj Television Network Limited,EQ,16-MAR-2007,5,1,INE952H01027,5
1304,RALLIS,Rallis India Limited,EQ,01-APR-1999,1,1,INE613A01020,1
1305,RAMANEWS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10,1,INE278B01020,10
1306,RAMAPHO,Rama Phosphates Limited,EQ,05-AUG-2022,10,1,INE809A01024,10
1307,RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,1,1,INE230R01035,1
1308,RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,1,1,INE331A01037,1
1309,RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1
1310,RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10
1311,RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10
1312,RAMRAT,Ram Ratna Wires Limited,EQ,29-JUL-2022,5,1,INE207E01023,5
1313,RANASUG,Rana Sugars Limited,EQ,24-FEB-2005,10,1,INE625B01014,10
1314,RANEENGINE,Rane Engine Valve Limited,EQ,24-JUN-2008,10,1,INE222J01013,10
1315,RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10
1316,RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,INE0CLI01024,1
1317,RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2
1318,RAYMOND,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10
1319,RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,INE07T201019,10
